SRR3437043_Aligned.sortedByCoord.out.bam	SRR3437044_Aligned.sortedByCoord.out.bam	SRR3437051_Aligned.sortedByCoord.out.bam	SRR3437052_Aligned.sortedByCoord.out.bam	SRR3437053_Aligned.sortedByCoord.out.bam	SRR3437054_Aligned.sortedByCoord.out.bam	SRR3437056_Aligned.sortedByCoord.out.bam	SRR3437060_Aligned.sortedByCoord.out.bam
MIR744	0	0	0	0	0	0	0	0
MIR7515	0	0	0	0	0	0	0	0
MIR7515HG	0	0	0	0	0	1	0	0
MIR758	0	0	0	0	0	0	0	0
MIR759	0	0	0	0	0	0	0	0
MIR760	1	0	0	0	0	0	0	2
MIR761	0	0	0	0	0	0	0	0
MIR762	10	3	0	4	5	11	17	6
MIR762HG	45	22	4	17	36	33	77	37
MIR764	0	0	0	0	0	0	0	0
MIR765	0	0	0	3	0	1	0	0
MIR766	0	0	0	0	0	0	0	0
MIR767	0	0	0	0	0	0	0	0
MIR769	0	0	0	0	0	0	0	0
MIR770	0	0	0	0	0	0	0	0
MIR7702	0	0	0	0	0	0	0	0
MIR7703	0	0	0	0	0	0	0	0
MIR7704	0	0	0	0	0	0	0	0
MIR7705	0	0	0	0	0	0	0	0
MIR7706	0	0	0	0	0	0	0	0
MIR7843	0	0	0	0	0	0	0	0
MIR7844	0	0	0	0	0	0	0	0
MIR7845	0	0	0	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0
MIR7847	0	0	0	0	0	0	0	0
MIR7848	0	0	0	0	0	0	0	0
MIR7849	0	0	0	0	0	0	0	0
MIR7850	0	0	0	0	0	0	0	0
MIR7851	0	0	0	0	0	0	0	0
MIR7852	0	0	0	0	0	0	0	0
MIR7853	0	0	0	0	0	0	0	1
MIR7854	0	0	0	0	0	0	0	0
MIR7855	0	0	0	0	0	0	0	0
MIR7856	0	0	0	0	0	0	0	0
MIR7973-1	0	0	0	0	0	0	0	0
MIR7973-2	0	0	0	0	0	0	0	0
MIR7974	0	0	0	0	0	0	0	0
MIR7975	0	0	0	0	0	0	0	0
MIR7976	0	0	0	0	0	0	0	0
MIR7977	0	0	0	0	0	0	0	0
MIR7978	0	0	0	0	0	0	0	0
MIR802	0	0	0	0	0	0	0	0
MIR8052	0	0	0	0	0	0	0	0
MIR8053	0	0	0	0	0	0	0	0
MIR8054	0	0	0	0	0	0	0	0
MIR8055	0	0	0	0	0	0	0	1
MIR8056	0	0	0	0	0	0	0	0
MIR8057	0	0	0	0	0	0	0	0
MIR8058	0	0	0	0	0	0	0	0
MIR8059	0	0	0	0	0	0	0	0
MIR8060	0	0	0	0	0	0	0	0
MIR8061	0	0	0	0	0	0	0	0
MIR8062	0	0	0	0	0	0	0	0
MIR8063	0	0	0	0	0	0	0	0
MIR8064	0	0	0	0	0	0	0	0
MIR8065	0	0	0	0	0	0	0	0
MIR8066	2	2	0	0	5	2	43	0
MIR8067	0	0	0	0	0	0	0	0
MIR8068	0	0	0	0	0	0	0	0
MIR8069-1	0	0	0	0	0	0	0	0
MIR8069-2	0	0	0	0	0	0	0	0
MIR8070	0	0	0	0	0	0	0	0
MIR8071-1	3	2	0	0	0	0	0	0
MIR8071-2	5	0	0	0	0	1	0	0
MIR8072	0	0	0	0	0	0	0	0
MIR8073	0	0	0	0	0	0	0	0
MIR8074	0	0	0	0	0	0	0	0
MIR8075	2	0	2	4	0	0	0	0
MIR8076	0	0	0	0	0	0	0	0
MIR8077	0	0	0	0	0	0	0	0
MIR8078	1	0	0	0	0	0	0	0
MIR8079	0	0	0	0	0	0	0	0
MIR8080	0	0	0	0	0	0	0	0
MIR8081	0	0	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0	0	0
MIR8083	0	0	0	0	0	0	0	0
MIR8084	0	0	0	0	0	0	0	0
MIR8085	0	0	0	0	0	0	0	0
MIR8086	0	0	0	0	0	0	0	0
MIR8087	0	0	0	0	0	0	0	0
MIR8088	0	0	0	0	0	0	0	0
MIR8089	0	0	0	0	0	0	0	0
MIR8485	0	0	0	0	0	0	0	0
MIR873	0	0	0	0	0	0	0	0
MIR874	0	0	0	0	0	0	0	0
MIR875	0	0	0	0	0	0	0	0
MIR876	0	0	0	0	0	0	0	0
MIR877	0	0	0	0	0	0	0	0
MIR885	0	0	0	0	0	0	0	0
MIR887	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0
MIR892C	0	0	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0	0	0
MIR9-1HG	2	1	0	6	3	2	1	1
MIR9-2	0	0	0	0	0	0	0	0
MIR9-3	0	0	0	0	0	0	0	0
MIR9-3HG	5	4	1	4	2	0	8	2
MIR920	0	0	0	0	0	0	0	0
MIR921	0	0	0	0	0	0	0	0
MIR922	0	0	0	0	0	0	0	0
MIR924	0	0	0	0	0	0	0	0
MIR924HG	1	1	1	1	0	3	1	1
MIR92A1	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0
MIR92B	0	0	0	0	0	0	0	0
MIR93	1	0	1	1	0	1	2	1
MIR933	0	0	0	0	0	0	0	0
MIR934	0	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0	0
MIR936	0	0	0	0	0	0	0	0
MIR937	0	0	0	0	0	0	0	0
MIR938	0	0	0	0	0	0	0	0
MIR939	0	0	0	0	0	0	0	0
MIR940	0	0	0	0	0	0	0	0
MIR941-1	0	0	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0	0	0
MIR941-5	0	0	0	0	0	0	0	0
MIR942	0	0	0	0	0	0	0	0
MIR943	0	0	0	0	0	0	0	0
MIR944	0	0	0	0	0	0	0	0
MIR95	0	0	0	0	0	0	0	0
MIR9500	0	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0	0	0
MIR98	1	0	0	0	0	0	0	0
MIR99A	0	0	0	0	0	0	0	0
MIR99AHG	76	109	30	152	28	13	45	152
MIR99B	0	0	0	0	0	0	0	0
MIRLET7A1	0	0	0	0	0	0	0	0
MIRLET7A1HG	19	26	32	45	15	39	18	26
MIRLET7A2	0	0	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0	0	0
MIRLET7BHG	58	75	27	14	63	79	187	39
MIRLET7C	0	0	0	0	0	0	0	0
MIRLET7D	0	0	0	0	0	0	0	0
MIRLET7E	0	0	0	0	0	0	0	0
MIRLET7F1	0	0	0	0	0	0	0	0
MIRLET7F2	0	0	0	0	0	0	0	0
MIRLET7G	0	0	0	0	0	0	0	0
MIRLET7I	0	0	0	0	0	0	0	0
MIRLET7IHG	11	25	14	17	12	22	11	15
MIS12	40	66	40	26	43	88	30	23
MIS18A	9	14	23	23	24	26	40	18
MIS18A-AS1	3	2	1	0	0	3	2	1
MIS18BP1	18	27	26	14	4	6	22	8
MISP	5	4	4	48	15	7	44	9
MISP3	12	7	14	41	23	18	15	34
MITD1	59	72	69	43	77	107	95	62
MITF	39	40	19	22	25	39	21	6
MIX23	27	32	36	54	48	91	51	24
MIX23P1	0	0	0	0	0	0	0	0
MIX23P2	0	0	0	0	0	0	0	0
MIX23P3	0	0	0	0	0	0	0	0
MIX23P5	0	0	0	0	0	0	0	0
MIXL1	1	0	0	0	1	0	0	0
MKI67	5	17	49	16	17	61	31	47
MKI67P1	0	0	0	0	0	1	0	0
MKKS	101	109	63	81	87	112	68	63
MKLN1	123	144	162	182	60	70	136	38
MKLN1-AS	13	16	31	28	6	5	25	7
MKNK1	159	137	48	76	66	131	65	64
MKNK1-AS1	40	29	6	15	17	33	8	6
MKNK2	242	272	334	325	266	506	268	286
MKNK2P1	0	0	0	0	0	0	0	0
MKRN1	297	269	313	316	239	300	371	268
MKRN2	215	245	175	225	184	381	234	273
MKRN2OS	5	5	0	19	9	10	7	3
MKRN3	0	0	1	0	7	10	0	0
MKRN4P	0	1	0	1	0	0	0	0
MKRN5P	1	1	0	0	0	0	0	1
MKRN6P	0	0	0	0	0	0	0	0
MKRN7P	1	1	1	0	2	10	4	7
MKRN8P	0	0	0	0	0	0	0	0
MKRN9P	0	1	0	0	0	0	0	0
MKS1	44	58	54	56	37	43	45	30
MKX	53	94	26	17	12	11	45	5
MKX-AS1	3	3	0	0	1	0	1	1
MLANA	1	1	0	0	1	3	0	0
MLC1	50	28	0	1	4	1	8	1
MLEC	430	526	708	639	930	1697	706	670
MLECP1	0	0	0	0	0	0	0	0
MLF1	17	8	3	27	15	14	3	13
MLF2	341	289	277	563	452	776	391	535
MLH1	119	99	71	59	74	104	62	68
MLH3	44	65	48	47	33	59	57	33
MLIP	4	0	0	0	0	1	0	0
MLIP-AS1	0	0	0	0	0	0	0	0
MLIP-IT1	0	0	0	0	0	0	0	0
MLKL	39	22	18	31	22	14	14	6
MLLT1	230	210	245	202	185	319	284	223
MLLT10	94	116	73	60	52	76	75	52
MLLT10P1	0	0	0	1	0	0	1	0
MLLT10P2	0	0	0	0	0	0	0	0
MLLT11	12	6	8	7	7	12	15	4
MLLT3	41	40	58	77	29	51	51	29
MLLT6	630	745	1012	438	439	556	673	250
MLN	0	1	0	0	0	1	0	0
MLNR	0	0	1	0	0	0	0	0
MLPH	210	369	1420	1430	1039	2161	1046	1955
MLST8	72	69	90	116	128	200	177	149
MLX	113	98	110	135	108	198	125	161
MLXIP	444	363	244	217	392	468	343	195
MLXIPL	12	15	8	5	13	4	6	4
MLXP1	0	0	0	0	2	1	0	0
MLYCD	23	21	22	14	5	7	19	3
MMAA	18	22	17	24	22	27	40	13
MMAB	81	63	87	114	159	239	190	86
MMACHC	186	111	72	337	191	296	249	233
MMADHC	149	131	88	199	140	149	206	121
MMADHC-DT	38	25	34	15	19	17	41	15
MMADHCP1	0	0	0	0	0	0	0	0
MMADHCP2	0	0	0	0	0	0	0	0
MMD	14	17	13	23	7	8	11	6
MMD2	0	0	0	0	0	0	0	0
MME	258	337	33	1052	112	39	37	141
MME-AS1	41	50	8	208	34	17	7	16
MMEL1	27	15	56	32	25	31	19	6
MMEL1-AS1	0	2	0	0	1	0	1	0
MMGT1	74	54	47	47	27	89	42	31
MMP1	0	0	0	0	4	1	1	0
MMP10	2	6	0	3	27	69	4	1
MMP11	9	2	18	14	12	7	31	11
MMP12	0	1	2	0	0	0	0	0
MMP13	1	0	3	0	0	1	0	0
MMP14	462	258	64	92	32	71	100	59
MMP15	30	26	34	37	55	114	55	14
MMP16	10	17	2	3	0	3	9	1
MMP17	8	16	0	5	7	11	9	1
MMP19	75	88	52	131	44	106	77	72
MMP2	895	478	128	208	76	109	487	100
MMP2-AS1	0	0	1	1	2	4	0	1
MMP20	0	0	0	0	0	0	0	0
MMP21	4	11	15	20	8	24	13	12
MMP23A	74	25	4	12	11	13	45	19
MMP23B	91	31	5	18	12	15	49	25
MMP24	34	34	29	57	138	262	86	36
MMP24OS	107	64	76	113	240	517	166	56
MMP25	15	17	21	18	12	18	19	21
MMP25-AS1	103	91	90	69	45	76	69	103
MMP26	0	0	14	24	17	40	20	2
MMP27	0	0	0	0	0	0	0	0
MMP28	40	17	1	4	5	7	13	4
MMP3	1	0	0	1	1	0	3	0
MMP7	62	295	11	59	17	196	43	11
MMP8	0	0	0	0	0	0	0	0
MMP9	6	11	2	14	7	7	6	5
MMRN1	14	3	8	1	0	4	0	1
MMRN2	78	45	58	15	21	31	35	25
MMS19	165	150	145	142	122	146	132	100
MMS22L	9	12	17	14	6	9	17	3
MMUT	68	69	116	91	51	95	62	72
MN1	28	17	6	7	11	2	36	2
MNAT1	29	22	27	29	26	38	53	27
MND1	1	0	0	0	0	2	1	2
MNDA	16	11	3	1	5	1	16	6
MNS1	6	12	6	7	10	9	8	7
MNT	77	80	107	69	65	103	61	58
MNX1	1	2	5	38	11	10	2	14
MNX1-AS1	0	0	0	12	3	2	1	2
MNX1-AS2	0	1	2	8	1	1	2	6
MOAP1	146	100	112	233	95	105	137	81
MOB1A	185	219	139	129	90	131	143	78
MOB1AP1	0	0	0	0	0	0	0	0
MOB1AP2	0	0	0	0	0	0	0	0
MOB1B	30	47	81	44	46	78	62	48
MOB2	158	99	60	69	43	85	75	61
MOB3A	115	123	61	89	71	63	105	63
MOB3B	20	22	13	13	6	6	12	7
MOB3C	85	96	39	40	28	38	38	25
MOB4	59	62	88	57	42	68	67	49
MOB4P1	0	0	0	0	0	0	0	0
MOB4P2	0	0	0	0	0	0	0	0
MOBP	0	0	0	0	0	2	0	0
MOCOS	10	10	4	6	14	28	11	15
MOCS1	81	87	39	29	21	9	38	25
MOCS1P1	0	0	0	0	0	0	0	0
MOCS2	117	94	44	76	83	124	90	72
MOCS2-DT	12	8	8	3	7	13	9	8
MOCS3	19	22	25	18	18	18	19	13
MOG	1	0	0	0	0	0	1	0
MOGAT1	0	0	1	0	0	0	0	0
MOGAT2	10	6	6	26	10	4	5	3
MOGAT3	0	0	0	0	0	0	0	0
MOGS	164	173	201	183	192	340	264	238
MOK	32	39	35	40	14	24	41	25
MON1A	21	18	22	26	28	56	36	34
MON1B	118	160	111	459	199	369	355	241
MON2	79	128	113	116	89	113	107	85
MORC1	1	0	0	0	0	0	3	0
MORC1-AS1	0	0	0	0	0	0	0	0
MORC2	115	111	142	99	123	268	158	173
MORC2-AS1	19	22	19	30	39	63	44	39
MORC3	51	79	47	31	27	38	44	50
MORC4	47	68	58	91	62	200	75	59
MORF4	0	1	2	0	0	0	0	0
MORF4L1	715	557	412	371	313	494	504	397
MORF4L1P1	63	45	33	24	14	16	30	11
MORF4L1P3	0	0	1	0	0	0	0	0
MORF4L1P4	0	0	0	0	0	0	0	0
MORF4L1P5	0	0	0	0	0	0	0	0
MORF4L1P6	0	0	0	0	0	0	0	0
MORF4L1P7	0	0	0	0	0	0	0	0
MORF4L2	511	455	417	495	393	986	494	448
MORF4L2-AS1	31	30	28	14	10	30	9	6
MORF4L2P1	0	0	0	0	0	0	0	0
MORN1	27	23	24	15	15	29	43	24
MORN2	31	27	22	48	24	21	53	42
MORN3	7	6	0	1	1	0	2	1
MORN4	32	33	24	36	32	35	38	45
MORN5	1	0	1	13	1	0	1	0
MOS	0	0	0	0	0	0	0	0
MOSMO	25	30	42	27	10	17	13	17
MOSPD1	28	24	23	28	15	46	19	15
MOSPD2	19	30	80	27	72	135	36	35
MOSPD3	48	24	31	37	29	39	57	31
MOV10	186	201	245	125	188	280	231	211
MOV10L1	12	8	7	9	1	3	9	19
MOXD1	156	107	53	54	45	18	139	42
MOXD2P	0	0	0	0	0	0	0	0
MPC1	67	61	41	84	58	99	129	71
MPC1-DT	0	0	1	1	2	1	1	2
MPC1L	0	0	0	0	0	1	0	0
MPC2	128	140	428	1019	456	1186	676	563
MPDU1	88	86	102	159	148	238	94	64
MPDZ	131	146	120	42	35	78	92	39
MPEG1	67	65	26	22	34	30	27	18
MPG	91	73	53	118	118	113	186	42
MPHOSPH10	70	91	107	125	99	128	144	55
MPHOSPH6	49	36	17	44	40	70	35	20
MPHOSPH6-DT	0	0	0	0	0	0	0	0
MPHOSPH6P1	0	0	0	0	0	0	0	0
MPHOSPH8	159	210	159	87	103	157	341	88
MPHOSPH9	10	20	22	10	20	18	19	29
MPI	322	283	187	434	381	592	345	386
MPIG6B	5	3	2	2	1	2	2	1
MPL	12	4	5	2	3	1	6	4
MPLKIP	48	32	32	44	34	75	106	47
MPND	35	29	29	77	49	97	121	49
MPO	2	2	1	1	0	0	0	0
MPP1	83	71	20	73	59	154	17	60
MPP2	60	59	12	15	0	2	4	1
MPP3	38	38	21	22	15	27	27	9
MPP4	0	0	1	0	0	2	0	1
MPP7	34	19	33	6	11	13	30	23
MPP7-DT	0	1	0	0	0	0	0	0
MPPE1	114	124	42	62	79	136	53	55
MPPE1P1	0	0	0	0	0	0	0	0
MPPED1	5	13	2	40	1	0	0	0
MPPED2	52	58	3	63	71	64	87	7
MPPED2-AS1	3	4	0	1	0	2	2	1
MPRIP	498	431	400	292	204	321	377	169
MPRIP-AS1	0	0	0	0	0	0	0	0
MPRIPP1	1	4	2	1	0	1	0	1
MPST	86	69	86	160	106	207	229	106
MPTX1	0	0	0	0	0	0	0	0
MPV17	119	102	84	113	138	195	92	104
MPV17L	36	27	12	22	24	20	30	23
MPV17L2	27	23	10	30	30	64	35	45
MPV17L2P1	0	0	0	0	0	0	0	0
MPZ	57	5	4	8	0	4	1	1
MPZL1	176	161	223	235	144	254	175	139
MPZL2	130	207	93	87	40	32	53	39
MPZL3	18	19	47	87	23	40	29	30
MR1	98	112	17	29	36	29	29	10
MRAP	8	19	13	30	18	35	11	24
MRAP-AS1	0	0	0	0	0	0	0	0
MRAP2	16	22	6	5	5	4	8	3
MRAS	138	66	29	30	24	26	55	9
MRC1	21	19	5	3	7	15	12	3
MRC2	406	293	112	115	64	85	221	54
MRE11	50	87	74	60	26	50	51	32
MRE11P1	0	0	0	0	0	0	0	0
MREG	15	20	2	7	4	1	4	4
MREGP1	0	0	0	0	0	0	0	0
MRFAP1	791	603	523	853	594	1051	835	764
MRFAP1L1	193	189	149	262	171	310	180	199
MRGBP	43	48	33	50	44	66	64	36
MRGPRD	1	2	0	0	0	0	0	0
MRGPRE	2	3	1	0	2	0	2	0
MRGPRF	192	83	29	43	34	15	34	21
MRGPRF-AS1	24	14	1	1	0	2	1	1
MRGPRG	0	0	0	0	0	0	0	0
MRGPRG-AS1	0	0	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0	0
MRGPRX10P	0	0	0	0	0	0	0	0
MRGPRX11P	0	0	0	0	0	0	0	0
MRGPRX12P	0	0	0	0	0	0	0	0
MRGPRX13P	0	0	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	0	0	0
MRGPRX3	0	0	0	0	0	0	0	0
MRGPRX4	0	0	0	0	0	0	0	0
MRGPRX5P	0	0	0	0	0	0	0	0
MRGPRX6P	0	0	0	0	0	0	0	0
MRGPRX7P	0	0	0	0	0	0	0	0
MRGPRX8P	0	0	0	0	0	0	0	0
MRGPRX9P	0	0	0	0	0	0	0	0
MRI1	68	90	49	124	31	80	100	70
MRLN	0	0	0	0	0	0	0	0
MRM1	11	11	13	14	7	23	15	9
MRM2	4	0	0	0	3	1	2	1
MRM3	31	32	17	45	16	45	55	8
MRM3P1	0	0	0	0	0	0	0	0
MRM3P2	0	0	0	0	0	0	0	0
MRNIP	604	439	313	415	618	675	465	569
MRO	7	4	0	0	1	4	4	1
MROCKI	4	3	1	0	4	5	1	1
MROH1	112	104	181	136	119	186	259	214
MROH2A	0	0	0	0	0	1	0	0
MROH2B	3	0	0	0	0	0	0	0
MROH3P	0	1	0	0	0	0	0	2
MROH4P	0	0	0	0	0	0	0	0
MROH5	9	5	14	12	3	3	26	3
MROH6	14	7	8	6	10	27	11	6
MROH7	17	22	0	4	3	1	1	2
MROH7-TTC4	1	10	0	1	0	0	1	0
MROH8	54	32	71	18	27	31	43	26
MROH9	0	0	0	0	0	0	0	0
MRPL1	29	28	52	31	19	40	70	19
MRPL10	104	67	56	67	42	93	98	47
MRPL11	66	46	35	44	47	70	79	54
MRPL12	10	9	27	39	45	70	98	35
MRPL13	42	41	54	92	70	128	91	53
MRPL14	45	21	30	78	86	140	65	92
MRPL15	57	39	48	96	43	148	99	108
MRPL15P1	0	1	0	4	0	0	0	0
MRPL16	58	58	40	75	62	132	70	67
MRPL17	63	48	58	145	133	198	177	127
MRPL18	103	71	38	106	110	72	88	97
MRPL19	37	54	50	84	63	124	93	69
MRPL2	26	28	16	28	27	53	35	32
MRPL20	201	147	152	304	286	493	414	260
MRPL20-AS1	74	50	60	113	129	198	139	88
MRPL20-DT	10	15	6	14	20	22	9	10
MRPL20P1	0	1	0	0	0	0	0	0
MRPL21	50	45	40	88	82	91	142	77
MRPL22	36	29	44	65	46	75	63	38
MRPL22P1	0	0	0	0	0	0	0	0
MRPL23	57	42	49	80	108	163	130	76
MRPL23-AS1	10	13	0	8	0	0	1	2
MRPL24	102	62	93	199	214	457	201	183
MRPL27	100	72	75	136	131	167	161	120
MRPL28	114	73	61	95	108	148	256	80
MRPL2P1	0	0	0	0	0	0	0	0
MRPL3	106	104	138	182	244	372	176	144
MRPL30	56	53	62	92	103	132	106	58
MRPL30P1	0	0	0	0	0	1	0	0
MRPL32	123	110	77	135	106	150	151	113
MRPL32P1	0	0	0	0	0	0	0	0
MRPL32P2	0	0	0	0	0	0	0	0
MRPL33	130	71	100	133	117	119	177	80
MRPL34	63	47	26	45	58	91	101	78
MRPL35	99	76	65	46	50	81	63	65
MRPL35P1	0	0	0	0	0	0	0	0
MRPL35P2	2	1	1	4	3	2	1	0
MRPL35P3	0	0	0	0	0	0	0	0
MRPL35P4	0	0	0	0	0	0	0	0
MRPL36	31	26	19	53	67	113	97	62
MRPL36P1	0	0	0	0	2	0	0	1
MRPL37	108	69	87	160	142	191	193	124
MRPL37P1	0	0	0	3	2	1	5	0
MRPL38	46	41	44	26	20	43	51	44
MRPL39	40	30	25	49	23	51	63	17
MRPL3P1	0	0	0	1	0	0	0	0
MRPL4	68	48	50	53	55	125	141	66
MRPL40	48	45	42	98	145	145	114	80
MRPL40P1	0	0	0	0	0	0	0	0
MRPL41	96	68	57	227	209	343	319	223
MRPL42	64	110	189	119	147	238	172	89
MRPL42P2	0	1	0	0	0	0	0	0
MRPL42P3	0	0	0	0	0	0	0	0
MRPL42P4	0	0	0	0	0	0	0	0
MRPL42P6	0	0	0	0	0	0	0	0
MRPL43	152	118	69	149	163	237	200	143
MRPL44	41	37	52	56	35	96	65	36
MRPL45	93	71	108	111	53	69	98	28
MRPL45P1	0	0	0	0	0	0	0	0
MRPL45P2	16	11	23	15	20	29	17	16
MRPL46	15	23	21	15	16	18	18	17
MRPL47	38	35	48	79	83	97	97	48
MRPL48	42	39	27	61	41	78	64	49
MRPL48P1	0	0	0	0	0	0	0	0
MRPL49	155	149	70	127	93	188	98	147
MRPL49P1	0	0	0	0	0	0	0	0
MRPL49P2	0	0	0	0	0	0	0	0
MRPL50	40	48	78	69	48	114	67	55
MRPL50P1	0	0	0	1	0	0	0	0
MRPL50P2	0	0	0	0	0	0	0	0
MRPL50P4	0	0	0	0	0	0	0	0
MRPL51	139	103	100	181	210	250	283	195
MRPL51P2	0	0	0	0	0	0	0	0
MRPL52	89	83	38	118	91	165	167	93
MRPL53	0	2	1	12	11	11	10	3
MRPL53P1	0	0	0	0	0	0	0	0
MRPL54	52	25	24	104	79	115	87	68
MRPL55	92	57	37	77	100	137	92	106
MRPL57	68	58	58	98	124	196	156	121
MRPL57P1	0	0	0	0	0	0	0	0
MRPL57P3	0	0	0	0	0	0	0	0
MRPL57P6	0	0	0	0	0	0	0	0
MRPL57P7	0	0	0	0	0	0	0	0
MRPL57P8	0	0	0	0	0	0	0	0
MRPL58	52	25	56	60	49	99	72	51
MRPL9	104	80	84	118	94	146	142	99
MRPL9P1	0	0	0	0	0	0	0	0
MRPS10	71	63	65	66	60	71	53	44
MRPS10P1	0	1	0	0	0	0	0	0
MRPS10P2	0	0	0	0	0	0	0	0
MRPS11	73	42	43	70	63	127	86	70
MRPS11P1	0	0	0	0	0	0	0	0
MRPS12	25	18	28	55	46	66	50	40
MRPS14	60	79	77	93	64	118	90	50
MRPS15	91	76	67	152	128	196	205	122
MRPS15P1	0	0	0	0	0	0	0	0
MRPS16	83	94	124	173	160	249	219	149
MRPS16P1	0	0	0	0	0	0	0	0
MRPS16P2	0	0	0	0	0	0	0	0
MRPS16P3	0	0	0	0	0	0	0	0
MRPS17	18	12	11	14	11	31	36	15
MRPS17P1	0	0	0	0	0	1	0	0
MRPS17P3	0	0	0	0	0	0	0	0
MRPS17P5	0	0	0	0	0	0	0	0
MRPS17P9	0	0	0	0	0	0	0	0
MRPS18A	72	58	36	87	37	102	63	71
MRPS18AP1	1	10	14	7	2	4	8	3
MRPS18B	108	74	93	106	78	165	170	78
MRPS18BP1	0	0	0	0	0	0	0	0
MRPS18BP2	0	0	0	0	0	0	0	0
MRPS18C	68	52	46	45	47	68	82	43
MRPS18CP4	0	0	0	0	0	0	0	0
MRPS18CP6	0	0	0	0	0	0	0	0
MRPS18CP7	0	0	0	0	0	0	0	0
MRPS2	73	64	89	130	103	161	159	86
MRPS21	149	114	83	192	167	265	332	170
MRPS21P1	0	0	0	0	0	0	0	0
MRPS21P2	0	0	0	0	0	0	0	0
MRPS21P3	0	0	0	0	0	0	0	0
MRPS21P5	0	0	0	0	0	0	0	0
MRPS21P6	0	0	0	0	0	0	1	1
MRPS21P7	0	0	0	0	0	0	0	0
MRPS21P8	0	0	0	0	0	0	0	0
MRPS21P9	0	0	0	0	0	0	0	0
MRPS22	206	210	204	329	550	900	345	272
MRPS22P1	0	0	0	0	0	0	0	0
MRPS23	85	63	76	179	84	142	142	72
MRPS24	28	12	30	37	27	68	74	22
MRPS25	168	171	188	173	124	247	214	162
MRPS26	98	81	79	182	206	316	162	165
MRPS27	131	121	120	86	107	167	87	118
MRPS28	22	19	19	33	23	68	40	35
MRPS30	46	47	43	68	42	73	60	40
MRPS30-DT	10	10	3	1	2	1	0	4
MRPS31	34	42	17	38	18	38	39	20
MRPS31P1	0	0	0	0	0	0	0	0
MRPS31P2	0	0	0	0	0	0	0	0
MRPS31P4	3	1	2	3	0	0	2	1
MRPS31P5	1	2	17	3	2	3	10	2
MRPS33	86	65	82	157	116	225	176	127
MRPS33P2	0	0	0	0	0	0	0	0
MRPS33P3	0	0	0	0	0	0	0	0
MRPS33P4	0	0	0	0	0	0	0	0
MRPS34	83	50	72	135	118	199	214	127
MRPS35	79	58	47	147	112	143	167	80
MRPS35-DT	1	4	6	5	0	2	12	2
MRPS35P2	0	0	0	0	0	0	0	0
MRPS35P3	0	0	0	0	0	0	0	0
MRPS36	43	37	44	46	62	74	80	34
MRPS36P1	0	0	0	0	0	0	1	0
MRPS36P2	0	0	0	0	0	0	0	0
MRPS36P3	0	0	0	0	0	0	0	0
MRPS36P4	0	0	0	0	0	0	0	0
MRPS36P5	0	0	0	0	0	0	0	0
MRPS5	111	113	88	123	95	137	112	97
MRPS5P3	0	0	0	0	0	0	0	0
MRPS5P4	0	0	0	0	0	0	0	0
MRPS6	94	52	27	56	51	58	57	36
MRPS6P2	0	0	0	0	0	0	0	0
MRPS6P4	0	0	0	0	0	0	0	0
MRPS7	87	84	98	104	121	199	147	134
MRPS9	59	56	61	90	53	81	108	37
MRPS9-AS1	32	40	19	51	43	57	42	30
MRPS9-AS2	0	0	0	0	0	0	0	0
MRRF	74	91	149	124	107	111	96	83
MRRFP1	0	0	0	0	0	0	0	0
MRS2	77	67	78	55	52	99	82	71
MRS2P1	0	0	0	0	0	0	0	0
MRS2P2	0	0	0	1	0	0	3	0
MRTFA	70	73	61	44	47	92	62	52
MRTFA-AS1	0	0	0	0	0	0	0	0
MRTFB	130	150	109	76	67	73	129	68
MRTO4	49	41	54	74	50	121	93	76
MS4A1	8	19	0	0	5	6	1	1
MS4A10	0	0	0	0	0	1	0	0
MS4A12	0	0	0	1	0	0	0	0
MS4A13	0	0	0	0	0	0	0	0
MS4A14	8	9	1	2	9	7	1	5
MS4A15	0	0	0	0	0	0	0	4
MS4A18	0	0	2	0	0	0	1	0
MS4A19P	0	0	0	0	0	0	0	0
MS4A2	44	35	11	4	2	6	4	2
MS4A3	0	0	0	0	0	0	0	0
MS4A4A	14	18	7	5	5	19	19	7
MS4A4E	6	11	3	2	4	5	4	2
MS4A5	0	1	0	0	0	0	0	0
MS4A6A	69	96	22	17	45	34	58	31
